,headline,url,date,author,summary
196,Climate change can pose big risks to real estate investments,https://www.cnbc.com/2019/05/28/climate-change-can-pose-big-risks-to-real-estate-investments.html?&qsearchterm=CLIMATE CHANGE,5/28/2019 8:30:59 AM ET,Lorie Konish,"Climate change could dramatically alter the value of real estate investments.And that goes for real estate investment trusts, companies that own income-producing real estate, if ..."
197,"Climate change is a reality and we have to act, UAE environment minister says",https://www.cnbc.com/video/2019/06/25/the-climate-change-is-a-reality-and-we-have-to-act-uae-environment-minister-says.html?&qsearchterm=CLIMATE CHANGE,6/25/2019 7:57:15 AM ET,Lorie Konish,"We need to ensure a sustainable life for future generations, says Thani bin Ahmed Al Zeyoudi, UAE’s minister of climate change and environment."
198,Coffee farmers struggle to adapt to Colombia’s changing climate,https://www.cnbc.com/2018/08/23/coffee-farmers-struggle-to-adapt-to-colombias-changing-climate.html?&qsearchterm=CLIMATE CHANGE,8/23/2018 8:57:23 AM ET,Lorie Konish,"In Colombia’s coffee-producing region of Risaralda, small trees run along the sharp incline of the Andes Mountains, carefully tended in tidy rows. Thousands of green ..."
199,Al Gore compares climate crisis to historic events like 9/11,https://www.cnbc.com/2020/01/22/wef-2020-al-gore-compares-climate-emergency-to-historic-events.html?&qsearchterm=CLIMATE CHANGE,1/22/2020 10:38:22 AM ET,Sam Meredith,"Former U.S. Vice President Al Gore believes the climate crisis is getting worse “way faster” than most people realize, describing it as a “challenge to ..."
200,BP faces investor push to beef up fight against climate change,https://www.cnbc.com/2019/05/17/bp-faces-investor-push-to-beef-up-fight-against-climate-change.html?&qsearchterm=CLIMATE CHANGE,5/17/2019 4:02:17 AM ET,Sam Meredith,"BP will face pressure at a meeting next week to set tougher targets to combat climate change, the latest signal from investors that they want ..."
201,Climate experts demand world leaders stop ‘walking away from the science’,https://www.cnbc.com/2020/01/20/davos-experts-urge-world-leaders-to-listen-to-climate-change-science.html?&qsearchterm=CLIMATE CHANGE,1/20/2020 9:14:41 AM ET,Sam Meredith,"DAVOS, Switzerland — Scientists and climate activists from around the world have called on policymakers and business leaders to urgently take action in line with ..."
202,Siemens reports slight profit fall as climate activists target annual meeting,https://www.cnbc.com/2020/02/05/siemens-reports-slight-profit-fall-as-climate-activists-target-annual-meeting.html?&qsearchterm=CLIMATE CHANGE,2/5/2020 6:22:36 AM ET,Elliot Smith,"Siemens reported a 3% fall in net profit in its fiscal first quarter, weighed down by weakness in the auto and energy sectors, as it ..."
203,What the world needs now to fight climate change: More swamps,https://www.cnbc.com/2018/09/14/what-the-world-needs-now-to-fight-climate-change-more-swamps.html?&qsearchterm=CLIMATE CHANGE,9/14/2018 4:49:23 PM ET,Elliot Smith,"“Drain the swamp” has long meant getting rid of something distasteful. Actually, the world needs more swamps – and bogs, fens, marshes and other types ..."
204,Donald Trump vs. Greta Thunberg: Davos prepares for climate crisis showdown,https://www.cnbc.com/2020/01/16/trump-vs-greta-thunberg-davos-prepares-for-climate-crisis-showdown.html?&qsearchterm=CLIMATE CHANGE,1/16/2020 4:11:04 AM ET,Sam Meredith,"President Donald Trump and Swedish climate activist Greta Thunberg will both attend the World Economic Forum (WEF) this week, stirring up a heightened sense of ..."
205,Democrats release climate plans ahead of town hall spotlight,https://www.cnbc.com/2019/09/03/democrats-release-climate-plans-ahead-of-town-hall-spotlight.html?&qsearchterm=CLIMATE CHANGE,9/3/2019 9:02:18 PM ET,Sam Meredith,Democratic presidential candidates are releasing their plans to address climate change ahead of a series of town halls on the issue as the party’s base ...
206,Google launches new program for green start-ups as employees revolt over its record on climate ...,https://www.cnbc.com/2019/11/05/google-employees-protest-over-climate-change-in-letter-to-cfo.html?&qsearchterm=CLIMATE CHANGE,11/5/2019 5:50:00 PM ET,Jennifer Elias,Google is launching a new start-up accelerator focused on sustainable development and climate one day after an uproar from its employees over the company’s sustainability ...
207,Goldman Sachs to spend $750 billion on climate transition projects and curb fossil fuel lending,https://www.cnbc.com/2019/12/16/goldman-sachs-targets-750-billion-for-climate-transition-projects.html?&qsearchterm=CLIMATE CHANGE,12/16/2019 3:36:52 PM ET,Pippa Stevens,"Goldman Sachs is overhauling its environmental policies, which includes pledging to spend $750 billion on sustainable finance projects over the next decade, as well as ..."
208,UN climate change panel says ‘unprecedented’ action needed to prevent rapid global warming,https://www.cnbc.com/2018/10/08/un-climate-change-panel-says-unprecedented-action-needed-to-prevent-temperature-rise.html?&qsearchterm=CLIMATE CHANGE,10/7/2018 9:01:20 PM ET,Tom DiChristopher,The nations of the world have a narrow path to preventing global temperatures from overshooting the most ambitious target in the Paris Agreement on managing ...
209,EU states call for speedy 2030 climate plan ahead of U.N. climate summit -letter,https://www.cnbc.com/2020/03/03/reuters-america-eu-states-call-for-speedy-2030-climate-plan-ahead-of-u-n-climate-summit-letter.html?&qsearchterm=CLIMATE CHANGE,3/3/2020 2:00:00 AM ET,Tom DiChristopher,"-letter@COPENHAGEN, March 3 (Reuters) - Twelve EU states are calling for the European Commission to speed the process of setting a new 2030 climate target ..."
210,"Germany’s $59 billion climate change package isn’t enough, analyst says",https://www.cnbc.com/2019/09/23/germany-climate-package-of-54-billion-euros-isnt-enough.html?&qsearchterm=CLIMATE CHANGE,9/23/2019 7:28:51 AM ET,Tom DiChristopher,"Germany’s 54 billion euro ($59 billion) plan to reduce carbon emissions is too small to make a difference, an analyst told CNBC Monday.The German government ..."
211,‘How can he face himself?’: Architect of Paris Agreement slams Trump’s approach to climate crisis,https://www.cnbc.com/2020/01/20/davos-2020-christiana-figueres-slams-trumps-views-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,1/20/2020 2:28:44 PM ET,Sam Meredith,"DAVOS, Switzerland — The architect of the landmark 2015 Paris Agreement told CNBC on Monday that it cannot be easy for President Donald Trump to ..."
212,"Ocasio-Cortez dings Facebook, Microsoft, Google for ‘implicit’ support of climate change denial",https://www.cnbc.com/2019/01/28/ocasio-cortez-dings-tech-for-implicit-support-of-climate-change-denial.html?&qsearchterm=CLIMATE CHANGE,1/28/2019 1:42:27 PM ET,Sara Salinas,"Rep. Alexandria Ocasio-Cortez is dinging Facebook, Microsoft and Google for “implicit” support of climate change denial in a letter addressed to the CEOs of the ..."
213,"More than 4,500 Amazon employees push for aggressive action on climate change",https://www.cnbc.com/2019/04/10/more-than-3500-amazon-employees-push-for-action-on-climate-change.html?&qsearchterm=CLIMATE CHANGE,4/10/2019 3:03:02 PM ET,Emma Newburger,"More than 4,500 Amazon employees this week urged the company to take aggressive action on climate change and reduce its carbon footprint.Workers called on Amazon ..."
214,"The ‘Trump effect’ is slowing international progress on climate change, think tank warns",https://www.cnbc.com/2018/12/03/trump-effect-is-slowing-progress-on-climate-change-think-tank-warns.html?&qsearchterm=CLIMATE CHANGE,12/3/2018 8:48:40 AM ET,Chloe Taylor,"A so-called “Trump effect” is damaging global progress on climate change by harming international diplomacy, according to a report published Monday.The report from the Institute ..."
215,COP24: Why a climate change summit taking place in Poland is so important,https://www.cnbc.com/2018/11/30/cop24-why-a-climate-change-summit-in-poland-is-so-important.html?&qsearchterm=CLIMATE CHANGE,11/30/2018 8:50:26 AM ET,Anmar Frangoul,"Next week will see thousands of people arrive in Katowice, Poland, for the 24th Conference of the Parties to the United Nations Framework Convention on ..."
216,Bank of England could include climate change impact in UK stress tests next year,https://www.cnbc.com/2018/12/17/bank-of-england-could-include-climate-change-impact-in-stress-tests.html?&qsearchterm=CLIMATE CHANGE,12/17/2018 5:22:42 AM ET,Anmar Frangoul,"The Bank of England (BOE) is making plans to include the impact of climate change in U.K. bank stress tests, the Financial Times reported Monday.The ..."
217,Teen activist tells leaders they aren’t ‘mature enough’ to take proper action on climate change,https://www.cnbc.com/2018/12/17/teen-tells-climate-negotiators-they-arent-mature-enough.html?&qsearchterm=CLIMATE CHANGE,12/18/2018 5:36:53 PM ET,Emma Newburger,"15-year-old Greta Thunberg, a Swedish student, grabbed headlines this past week with her tough message for climate change negotiators at a United Nations climate summit ..."
218,Joe Biden unveils $2 trillion green infrastructure and jobs plan,https://www.cnbc.com/2020/07/14/joe-biden-unveils-green-jobs-and-infrastructure-plan-during-2020-election.html?&qsearchterm=CLIMATE CHANGE,7/14/2020 1:23:27 PM ET,Jacob Pramuk,Former Vice President Joe Biden released a sprawling plan Tuesday to revamp American infrastructure and energy to both curb climate change and spur economic growth. ...
219,Cancelled Teck oil sands project underscores global climate-energy policy tension,https://www.cnbc.com/2020/02/24/reuters-america-cancelled-teck-oil-sands-project-underscores-global-climate-energy-policy-tension.html?&qsearchterm=CLIMATE CHANGE,2/24/2020 12:20:00 PM ET,Jacob Pramuk,"tension@WINNIPEG, Manitoba/OTTAWA, Feb 24 (Reuters) - Teck Resources Ltd’s surprise decision to cancel a planned C$20.6 billion ($15.6 billion) oil sands mine in northern Alberta, ..."
220,Op-ed: The coronavirus pandemic should change the way we look at national security,https://www.cnbc.com/2020/05/28/coronavirus-pandemic-should-change-the-way-we-look-at-national-security.html?&qsearchterm=CLIMATE CHANGE,5/28/2020 4:23:01 PM ET,Sue Gordon,The Covid-19 pandemic is changing how we approach national security. It is giving tangible form to issues that had been brewing in the emergent digital ...
221,"No company is doing enough to combat climate change, says Jeremy Grantham",https://www.cnbc.com/video/2019/03/07/no-company-is-doing-enough-to-combat-climate-change-says-grantham.html?&qsearchterm=CLIMATE CHANGE,3/7/2019 5:07:05 PM ET,Sue Gordon,"Jeremy Grantham, co-founder of GMO, on climate change and what needs to be done to combat it."
222,"UPDATE 1-As climate fight intensifies, U.S. states seek to block local natural-gas bans",https://www.cnbc.com/2020/03/05/reuters-america-update-1-as-climate-fight-intensifies-u-s-states-seek-to-block-local-natural-gas-bans.html?&qsearchterm=CLIMATE CHANGE,3/5/2020 1:49:00 PM ET,Sue Gordon,natural-gas bans@ (Adds statement by pro-natural gas group The Empowerment Alliance)March 5 (Reuters) - Lawmakers in at least five U.S. states have proposed bills since ...
223,"AT&T, hit by higher natural disaster costs, unveils 30-year climate change model",https://www.cnbc.com/2019/03/27/att-hit-by-higher-natural-disaster-costs-unveils-30-year-climate-change-model.html?&qsearchterm=CLIMATE CHANGE,3/27/2019 2:45:57 PM ET,Emma Newburger,AT&T is paying the U.S. Department of Energy’s Argonne National Laboratory to predict climate-related events that could damage the company’s infrastructure over the next 30 ...
224,"Canada’s Trudeau to seek industry, indigenous input to define climate plan",https://www.cnbc.com/2020/03/01/reuters-america-canadas-trudeau-to-seek-industry-indigenous-input-to-define-climate-plan.html?&qsearchterm=CLIMATE CHANGE,3/1/2020 6:56:00 PM ET,Emma Newburger,"OTTAWA, March 1 (Reuters) - Canadian Prime Minister Justin Trudeau, in his first major climate change speech this year, will reach out on Monday to ..."
225,This 25-year-old completed the world’s first clean energy-powered Antarctic journey to combat climate change,https://www.cnbc.com/2019/02/14/barney-swan-skied-antarctica-with-clean-energy-to-fight-climate-change.html?&qsearchterm=CLIMATE CHANGE,2/13/2019 9:39:53 PM ET,Emma Newburger,"When Barney Swan walked out of a meeting with NASA in 2016, he felt frustrated.The then-23-year-old and a handful of colleagues had just partaken in ..."
226,"Energy Secretary Rick Perry talks LNG exports, climate change, and more",https://www.cnbc.com/video/2019/07/31/full-interview-secretary-rick-perry-energy-nuclear-tech-squawk-box.html?&qsearchterm=CLIMATE CHANGE,7/31/2019 10:04:47 AM ET,Emma Newburger,"Energy Secretary Rick Perry joins “Squawk Box” to discuss the state of global energy including LNG exports, the nuclear technology available around the world, the ..."
